Departamento,Municipio,IPS,NIT,Gerente,Caracter,Habilitada,Nivel,Direccion,Telefono,Email,Encargado,Email Encargado,Cargo Encargado
Caldas,RIOSUCIO,ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDÍGENA,817001773,GILBERTO MUÑOZ CORONADO,INDIGENA,SI,1,LOTE 22 Y 23 CALLE 19A ENTRE CARRERA 5B Y 5C,8590558,aicipsimingavsp@gmail.com,,,
Caldas,RIOSUCIO,HOSPITAL DEPARTAMENTAL SAN JUAN DE DIOS DE RIOSUCIO CALDAS ESE,890801989,WILSON DIDIER CARMONA DUQUE,DEPARTAMENTAL,SI,2,Carrera 5 # 18-17 Avenida Fundadores Frente al Coliseo Municipal,8591867 - 8592325,gerencia@hospitalriosucio.gov.co,,,
Caldas,RISARALDA,HOSPITAL DEPARTAMENTAL SAN RAFAEL DE RISARALDA EMPRESA SOCIAL DEL ESTADO,890801235,GLORIA PATRICIA RIOS BARAHONA,DEPARTAMENTAL,SI,1,Kra. 4ta. Nro. 10-39,(096) 8557019 - 8557113 - 3136609608,hsrrcaldas@yahoo.es,,,
Caldas,SALAMINA,HOSPITAL DEPARTAMENTAL FELIPE SUAREZ ESE,890801026,IVAN FERNANDO ABASOLO GUERRERO,DEPARTAMENTAL,SI,2,CL3 9A 21 SALAMINA CALDAS,968595306,hfsuarez@yahoo.es,,,
Caldas,SAMANÁ,ESE HOSPITAL SAN JOSE DE SAMANA,890802961,EDINSON RAFAEL PITRE MONTERO,MUNICIPAL,SI,1,CRA 9 NRO 4-79,0968658003-0968658000-09686580,gerencia@hospitalsanjosesamana.gov.co,,,
Caldas,SAN JOSÉ,ESE HOSPITAL DEPARTAMENTAL SAN JOSE DE SAN JOSE,810001159,FERNANDO SALAZAR VILLEGAS,DEPARTAMENTAL,SI,1,Carrera segunda #5-14,968608684,hosajo5@gmail.com,,,
Caldas,SUPÍA,Asociación ips indígena tricauma,900406662,SANDRA MILENA LEON RIVERA,INDIGENA,SI,1,CALLE 33 NUMERO 7 42 BARRIO CENTRO,8561245,ips_itricauma@hotmail.com,,,
Caldas,SUPÍA,ESE HOSPITAL SAN LORENZO DE SUPIA,890801758,MARY CRUZ HERNANDEZ LARGO,MUNICIPAL,SI,1,CARRERA 7 NUMERO 25-12,9688560020,hospitalsupia@yahoo.es,,,
Caldas,VICTORIA,ESE HOSPITAL DEPARTAMENTAL SAN SIMON DE VICTORIA,890802628,JAIME ENRIQUE ACOSTA DIAZ,DEPARTAMENTAL,SI,1,Carrera 4 No 8 - 23,968552084,sansimon@telecom.com,,,
Caldas,VILLAMARÍA,ESE DEPARTAMENTAL HOSPITAL SAN ANTONIO DE VILLAMARIA,890801944,MONICA LILIANA DIAZ HENAO,DEPARTAMENTAL,SI,1,CARRERA 6 NÚMERO 5-68,09-8770011,gerencia@hospitalsanantoniovillamaria.gov.co,,,
Caldas,VITERBO,ESE HOSPITAL SAN JOSE,890802978,MARISOL FRANCO RIAÑO,MUNICIPAL,SI,1,CARRERA 10 No.3-45,096-86960149 - 8691133,gerencia@hospitalviterbocaldas.gov.co,,,
Caquetá,BELÉN DE LOS ANDAQUIES,E.S.E. RAFAEL TOVAR POVEDA,900211477,EDGAR ADRIAN HITSCHERICH POLANCO,DEPARTAMENTAL,SI,1,CALLE 4 No. 7-15,4316200 - 3138769363 - 3219738734,ventanillaunica@rafaeltovarpoveda.gov.co,,,
Caquetá,EL DONCELLO,E.S.E. SOR TERESA ADELE,900211460,LORENA LOZANO ORREGO,DEPARTAMENTAL,SI,1,CRA. 4a VIA PUERTO RICO,4310205,contacto@esesorteresaadele.gov.co,,,
Caquetá,FLORENCIA,AEROPUERTO GUSTAVO ARTUNDUAGA PAREDES,899999059,GUSTAVO ALBERTO LENIS STEFFENS,NACIONAL,SI,1,km 3 Vía Norte del Departamento,1-2962609,sanidad.aerop_FLA@aerocivil.gov.co,,,
Caquetá,FLORENCIA,ESE HOSPITAL COMUNAL MALVINAS,828000386,LUIS FRANCISCO RUIZ AGUILAR,MUNICIPAL,SI,1,AVENIDA CIRCUNVALAR,4344614- 4352100 - 4347306,secgerencia@hospitalmalvinas.gov.co,,,
Caquetá,FLORENCIA,HOSPITAL DEPARTAMENTAL MARIA INMACULADA ESE,891180098,JOHN ERNESTO GALVIS QUINTERO,DEPARTAMENTAL,SI,2,Diagonal 20 No 7-29,4366464,planeacion@hmi.gov.co,,,
Caquetá,FLORENCIA,UNIVERSIDAD DE LA AMAZONIA,891190346,GERARDO ANTONIO CASTRILLON ARTUNDUAGA,NACIONAL,SI,1,Calle 17-Diagonal 17-Carrera 3F-Av Circunvalacion Barrio Porvenir,4358786,rectoria@uniamazonia.edu.co,,,
Caquetá,SAN VICENTE DEL CAGUÁN,Defensas Civil Colombiana,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI,1,MMVP Local Vereda Miravalle,3118084420,sec.caqueta@defensacivil.gov.co,,,
Caquetá,SAN VICENTE DEL CAGUÁN,E.S.E. HOSPITAL SAN RAFAEL,891190011,MARLON MAURICIO MARROQUIN GONZALEZ,DEPARTAMENTAL,SI,1,CALLE 5 No. 3 - 38,4644101,hsanrafael123@hot.mail.com,,,
Caquetá,VALPARAÍSO,E.S.E. FABIO JARAMILLO LONDOÑO,900211468,WILLIBALDO RODRIGUEZ FIGUEROA,DEPARTAMENTAL,SI,1,CALLE 10a. CARRERA 3,4345673,esefabiojaramillo@hotmail.com,,,
Casanare,AGUAZUL,HOSPITAL DE AGUAZUL JUAN HERNANDO URREGO EMPRESA SOCIAL DEL ESTADO,844001355,INGRID JOHANA VELANDIA AVELLA,MUNICIPAL,SI,1,CL 11 Nº 15-40,57 098 638 3036 - 310 251 8549,hospitaljhu@gmail.com,,,
Casanare,HATO COROZAL,IPSI CAÑO MOCHUELO DEL CABILDO INDIGENA DEL RESGUARDO CAÑO MOCHUELO,900827186,GERARDO ALI RODRIGUEZ GARCIA,INDIGENA,SI,1,RESGUARDO CAÑO MOCHUELO COMUNIDAD GETSEMANI,314 333 8551 - 313 430 0910,ipsimochuelo@gmail.com,,,
Casanare,TAURAMENA,E.S.E HOSPITAL LOCAL DE TAURAMENA,844001287,MARIA CONSTANZA VEGA ORDUZ,MUNICIPAL,SI,1,KR 15 N° 8-63,57 098 624 7118 - 312 547 0952,esehlt08@gmail.com,,,
Casanare,VILLANUEVA,RED SALUD CASANARE E.S.E.,844004197,LEIDER YESID DAZA TAVERA,DEPARTAMENTAL,SI,1,CALLE 9 N° 24 - 75 YOPAL-CASANARE,57 098 6324018,contactenos@redsaludcasanare.gov.co,,,
Casanare,YOPAL,EMPRESA SOCIAL DEL ESTADO SALUD YOPAL,844003225,EDWIN DE JESUS RODRIGUEZ BARRERA,MUNICIPAL,SI,1,Cra 15 Nº 33-40,098 6324661,contactenos@esesalud-yopal-casanare.gov.co,,,
Casanare,YOPAL,HOSPITAL DE YOPAL ESE,891855029,RONALD PAUL ROA CASTAÑEDA,DEPARTAMENTAL,SI,2,CALLE 15 N 7 -95 MANZANA L CIUDADELA ECOLÓGICA ESTRELLA BON HABITAT,6344699 - 3102135350,calidadhy@gmail.com,,,
Cauca,BOLÍVAR,ESE SUR OCCIDENTE,900145767,CESAR EDMUNDO SARRIA PORRAS,DEPARTAMENTAL,SI,1,CALLE 5 Nº 3A - 55 BARRIO EL CAMPIN - EL BORDO CAUCA,8262886,esesuroccidente@gmail.com,,,
Cauca,BUENOS AIRES,EMPRESA SOCIAL DEL ESTADO NORTE 1 E.S.E.,900146010,JORGE VIRGILIO MEDINA OCORO,DEPARTAMENTAL,SI,1,CALLE PRINCIPAL,57928466734,esenorte1@gmail.com,,,
Cauca,CALDONO,ASOCIACION DE CABILDOS UKAWE'SX NASA ÇXHAB IPS-I,817000224,SAMUEL DICUE RAMOS,INDIGENA,SI,1,KR 3ª # 4 -126,928473433,ukawesxipsi@gmail.com,,,
Cauca,CALOTO,EMPRESA SOCIAL DEL ESTADO ESE NORTE 2,900146006,BEATRIZ BOHORQUEZ SALINAS,DEPARTAMENTAL,SI,1,KR 5 CL 10 ESQUINA,578258311,esenorte2@esenorte2.gov.co,,,
Cauca,EL TAMBO,EMPRESA SOCIAL DEL ESTADO HOSPITAL DE EL TAMBO CAUCA,891501104,EDGAR EDUARDO VILLA,MUNICIPAL,SI,1,CL 4 No. 4-60,57928238194,esetamboreferencia@hotmail.com,,,
Cauca,GUAPI,EMPRESA SOCIAL DEL ESTADO GUAPI ESE,900146012,OSCAR EDUARDO ANGOLA LASSO,DEPARTAMENTAL,SI,1,KR 2 # 12 - 25,57928401007 - 3225692586,eseguapicauca@yahoo.es,,,
Cauca,INZÁ,IPS INDIGENA JUAN TAMA,817000102,JHON JAIRO QUIRA YUGUE,INDIGENA,SI,1,KRA 5 No. 5A-65 BRR SANTANDER,3218003259,ipsijuantama@gmail.com,,,
Cauca,JAMBALÓ,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,900052148,ANGELICA AGUILAR RUGELES,DEPARTAMENTAL,SI,1,CL PRINCIPAL,57928498265,cxayucejxutese@yahoo.es,,,
Cauca,LA VEGA,EMPRESA SOCIAL DEL ESTADO ESE SUR- ORIENTE,900145572,LADY YANETH LOPEZ GOMEZ,DEPARTAMENTAL,SI,1,Avenida Favian,3217661978,gerencia@esesuroriente.gov.co,,,
Cauca,PAEZ,ASOCIACION DE CABILDOS NASA C?HA C?HA,817000260,DUBAN ARBEY VELASCO VELASCO,INDIGENA,SI,1,CALLE 6 No. 6-44,3214712041 - 3214700820,"asociaciondecabildosnasa@gmail.com;
ipsitierradentro@hotmail.com",,,
Cauca,PAEZ,EMPRESA SOCIAL DEL ESTADO TIERRADENTRO ESE,900145585,CLARA LORENA KNUDSON CAMPO,DEPARTAMENTAL,SI,1,KR 2 CL 7,3146624167,empresa@esetierradentro-cauca.gov.co,,,
Cauca,PATÍA,E.S.E. HOSPITAL NIVEL I EL BORDO,891500736,FERNANDO CASTRO TORRES,MUNICIPAL,SI,1,calle 8 Nº 4 -30 ENTRADA URGENCIAS,5728261333,esehospibordo@hotmail.com,,,
Cauca,PIENDAMÓ,EMPRESA SOCIAL DEL ESTADO ESE CENTRO I,900145581,ELMER MUÑOZ ROSERO,DEPARTAMENTAL,SI,1,KR 4 # 5-78 Barrio: La Inmaculada,57 0928 470689,esecentro1@hotmail.com,,,
Cauca,POPAYÁN,ASOCIACIÓN INDÍGENA DEL CAUCA AIC EPS INDIGENA,817001773,GILBERTO MUÑOZ CORONADO,INDIGENA,SI,1,carrera 5 No. 1-03,3166919163,lemus.3@hotmail.com,,,
Cauca,POPAYÁN,CONSEJO REGIONAL INDIGENA DEL CAUCA CRIC,817002466,NEIS OLIVERIO LAME CAMAYO,INDIGENA,SI,1,CARRERA 4 No. 1-06 Pasaje Vasquez Cobo,57928234293,ipscric@hotmail.com,,,
Cauca,POPAYÁN,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI,1,CALLE 4 NORTE # 10 A 30,8231577,sec.cauca@defensacivil.gov.co,,,
Cauca,POPAYÁN,EMPRESA SOCIAL DEL ESTADO POPAYAN E.S.E.,900145579,ZULLY BERNARDA RUIZ MENESES,DEPARTAMENTAL,SI,1,CL 5 14-00,57928333000,esepopayan@hotmail.com,,,
Cauca,POPAYÁN,ESE HOSPITAL SUSANA LOPEZ DE VALENCIA,891501676,EDGAR EDUARDO VILLA,DEPARTAMENTAL,SI,2,calle 15 Nº 17A -196 La Ladera,3162887576,hslventescontrol@gmail.com,,,
Cauca,POPAYÁN,ESTABLECIMIENTO DE SANIDAD POLICIAL POPAYAN,800140624,RICARDO AUGUSTO ALARCON CAMPOS,NACIONAL,SI,1,AV Panamericana 1 N 75,0928-235280,grusadecau@policia.gov.co,,,
Cauca,POPAYÁN,HOSPITAL UNIVERSITARIO SAN JOSE DE POPAYAN E.S.E.,891580002,DERLIN YURANI DELGADO RODRIGUEZ,MUNICIPAL,SI,3,KR 6 # 10 N-142,57928234508,auditoria@hospitalsanjose.gov.co,,,
Cauca,POPAYÁN,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,CALLE 4 No. 2-67,8244622,vsalazar@sena.edu.co,,,
Cauca,POPAYÁN,UNIVERSIDAD DEL CAUCA,891500319,José Luis Diago Franco,NACIONAL,SI,1,KR 6A # 13N-50,57998209800,laboratorios@unicauca.edu.co,,,
Cauca,PUERTO TEJADA,EMPRESA SOCIAL DEL ESTADO NORTE 3 - ESE,900146438,CARLOS GABRIEL QUIÑONEZ QUINTERO,DEPARTAMENTAL,SI,1,CL 13 Kra 23,57928282240,esenorte3cauca@hotmail.com,,,
Cauca,ROSAS,EMPRESA SOCIAL DEL ESTADO CENTRO 2 E.S.E.,900146471,JESUS BOLIVAR CERON CAICEDO,DEPARTAMENTAL,SI,1,BARRIO LOS SAUCES,3148630772,esecentro2@hotmail.com,,,
Cauca,SANTANDER DE QUILICHAO,Asociación de Cabildos Indígenas del Norte del Cauca SALUD-ACIN. Entidad Publica de carácter especial.,817000232,ROSALBA VELASCO,INDIGENA,SI,1,KR 9 # 1?05,8443099,calidadgbs@acincwk.org,,,
Cauca,SANTANDER DE QUILICHAO,HOSPITAL FRANCISCO DE PAULA SANTANDER E.S.E. NIVEL II,891500084,ORLAN MINA VERGARA,DEPARTAMENTAL,SI,2,CARRERA 9 No. 2-92,0928 292423 8292209 8290303 8294881,gerencia@hfps.gov.co calidad@hfps.gov.co,,,
Cauca,SANTANDER DE QUILICHAO,QUILISALUD E.S.E.,817003532,IVAN ANTONIO LEDEZMA GOMEZ,MUNICIPAL,SI,1,CARRERA 7 No. 2B-65,57928292712-3136146740,esequilisalud2@gmail.com,,,
Cauca,SILVIA,ASOCIACION DE AUTORIDADES INDIGENAS DEL ORIENTE CAUCANO,817004984,CARLOS ALFREDO GUAZA QUILINDO,INDIGENA,SI,1,Kra 3 No. 4 - 22,57928251001,ipsitotoguampa@gmail.com,,,
Cauca,SILVIA,CABILDO DE GUAMBIA HOSPITAL MAMA DOMINGA,817000162,LILIANA PECHENE MUELAS,INDIGENA,SI,1,CL 8 # 2 57,3113216004-3105976211,mamadominga1@hotmail.com,,,
Cauca,TIMBÍO,CENTRO DE SALUD DE TIMBIO E.S.E.,817000999,MONICA LILIANA CAMPO MARTINEZ,MUNICIPAL,SI,1,KR 22 # 18-00,57928278012,contactenos@esetimbio.gov.co,,,
Cauca,TIMBIQUÍ,EMPRESA SOCIAL DEL ESTADO OCCIDENTE E.S.E,900145588,MILEN LORY RIASCOS RIASCOS,DEPARTAMENTAL,SI,1,SANTA BARBARA,3108345071 - 3218014086,occidenteese@hotmail.com,,,
Cauca,TORIBIO,CXAYU`CE JXUT EMPRESA SOCIAL DEL ESTADO,900052148,ANGELICA AGUILAR RUGELES,DEPARTAMENTAL,SI,1,CL PRINCIPAL,57928498265,contactenos@esecxayucejxut-toribio-cauca.gov.co,,,
Cauca,TOTORÓ,CORPORACION IPS I NAMOI WASR del Cabildo de la parcialidad Indígena de Totoró,900426556,JOSE FERNANDO CONEJO,INDIGENA,SI,1,Calle 3 # 6 - 50 Barrio Central,8275121,ipsinamoiwasr@gmail.com,,,
Cesar,AGUACHICA,ESE HOSPITAL LOCAL DE AGUACHICA,824000785,ANIBAL ENRIQUE LOBO MARTINEZ,MUNICIPAL,SI,1,CARRERA 7 No 2-160,5651854,gerencia@hospitallocalaguachica.gov.co,,,
Cesar,AGUACHICA,ESE HOSPITAL REGIONAL DE AGUACHICA JOSE DAVID PADILLA VILLAFAÑE,892300445,FERNANDO DE JESUS JACOME GRANADOS,DEPARTAMENTAL,SI,2,CAL 5 NUMERO 30A-56,5654854 - 5658522,gerencia@hospitalregionaldeaguachica.gov.co,,,
Cesar,AGUSTÍN CODAZZI,E.S.E HOSPITAL AGUSTIN CODAZZI,892300358,JAVIER ENRIQUE SARMIENTO MENDOZA,MUNICIPAL,SI,1,CALLE 14 N° 8-67,5765030,contacto@hac.gov.co,,,
Cesar,ASTREA,ESE HOSPITAL SAN MARTIN,824000442,JUAN JOSE LARA RODRIGUEZ,MUNICIPAL,SI,1,CALLE 13 No 2-71,5260041-5260414,hospitalsanmartin_ips@hotmail.com,,,
Cesar,BECERRIL,ESE HOSPITAL SAN JOSE,824000425,JAKELINE HENRIQUEZ HERNANDEZ,MUNICIPAL,SI,1,CRA 1 NO 1A-10,5768012,gerencia@esehospitalsanjosebecerril.gov.co,,,
Cesar,BOSCONIA,HOSPITAL SAN JUAN BOSCO E.S.E,824000450,DIOMEDES HUMBERTO ALCINA MERCADO,MUNICIPAL,SI,1,CARRERA 16 No. 20-60,5778029 - 5778302,HOSANBOSCO@HOTMAIL.COM,,,
Cesar,CHIMICHAGUA,HOSPITAL INMACULADA CONCEPCION ESE,892300179,CESAR ALBERTO SUAREZ MEDINA,MUNICIPAL,SI,1,CRA 8 N 8-83,5280667,"gerente@esehic.gov.co
eseinmaculadaco@hotmail.comwww.esehic.gov.co",,,
Cesar,CHIRIGUANÁ,Hospital Regional San Andres ESE,892300175,LUZ MERY CONTRERAS PEREZ,DEPARTAMENTAL,SI,2,CALLE 7 CON CARRERA 7 ESQUINA CALLE BOLIVAR,3135330257-3135347840,gerenciahsa@gmail.com,,,
Cesar,CURUMANÍ,ESE HOSPITAL LOCAL CURUMANI CRISTIAN MORENO PALLARES,824000426,alain ramon carcamo parra,DEPARTAMENTAL,SI,1,CALLE 9A CARRERA 17 ESQUINA,3215387972,"hospitalcristianmoreno@outlook.com;
yorbisarzuaga@gmail.com",,,
Cesar,EL COPEY,HOSPITAL SAN ROQUE ESE,800119945,YAJAIRA CENITH SAN JUAN RIOS,MUNICIPAL,SI,1,CALLE 10 No 23-37,5255896,gerencia@hosanroque.gov.co,,,
Cesar,EL PASO,HOSPITAL HERNANDO QUINTERO BLANCO E.S.E,824000440,DEISY PATRICIA MANRIQUE ARIAS,MUNICIPAL,SI,1,CARRERA 6 No. 3-60,5530416,carterahospitalelpasoese@gmail.com,,,
Cesar,GAMARRA,ESE HOSPITAL OLAYA HERRERA,892300387,GISSELA DEL CARMEN CABA MARQUEZ,MUNICIPAL,SI,1,CRA 12 No 8-44,3106059151 5626288,hospitalolayaherrera@gmail.com,,,
Cesar,GONZÁLEZ,ESE HOSPITAL SAN JUAN CRISOSTOMO,824000472,YANETH CECILIA MARTINEZ SOLANO,MUNICIPAL,SI,1,BARRIO PALOMAR,3175182081 - 3178538146,"hosanjuan@yahoo.es;
yamaso1967@gmail.com",,,
Cesar,LA GLORIA,HOSPITAL SAN JOSE ESE,892300343,DALIA GUISELLE ROJAS GALVAN,MUNICIPAL,SI,1,CRA 9 No. 2-60,5683072 - 3205414318,hospitalsanjoselagloria@hotmail.com,,,
Cesar,LA JAGUA DE IBIRICO,ESE HOSPITAL JORGE ISAAC RINCON TORRES,824000543,DAVID RAFAEL ROBLES CADENA,MUNICIPAL,SI,1,CRA 1E No 6-30,5769055,hosjagua@hotmail.com,,,
Cesar,LA PAZ,ESE HOSPITAL MARINO ZULETA RAMIREZ,824000204,JOSUE CALIXTO GUTIERREZ RAMIREZ,MUNICIPAL,SI,1,KR 6 # 6 - 15,5770016,hmzramirez94@hotmail.com,,,
Cesar,MANAURE,ESE HOSPITAL JOSE ANTONIO SOCARRAS,824000462,,MUNICIPAL,SI,1,CARRERA 6 No. 2F - 12,5790314,esehospitaljoseantonio@gmail.com,,,
Cesar,PAILITAS,HOSPITAL HELI MORENO BLANCO E.S.E,800026173,ROMANO RENATO OLIVIERI DUQUE,MUNICIPAL,SI,1,CL 7B N=. 5 - 123,9552870O3,gerenciapailitas@yahoo.es,,,
Cesar,PELAYA,ESE HOSPITAL FRANCISCO CANOSSA,800150497,JHON LEIDER LOGREIRA SERRANO,MUNICIPAL,SI,1,CALLE 7A No. 10-75,5290025,hfcesegerencia@hotmail.com,,,
Cesar,PUEBLO BELLO,ESE HOSPITAL CAMILO VILLAZON PUMAREJO,824002672,RAMON JOSE ARIZA PERTUZ,DEPARTAMENTAL,SI,1,CALLE 10 9-45,3165751433,HOSPBELLO@HOTMAIL.COM,,,
Cesar,RÍO DE ORO,ESE HOSPITAL LOCAL DE RIO DE ORO,824000449,ELIANA ESTHER ROZO FLOREZ,MUNICIPAL,SI,1,AVENIDA ARAUJO COTES Nº 3-24,5619073-5619519,hosprio@hotmail.com,,,
Cesar,SAN ALBERTO,ESE HOSPITAL LOCAL LAZARO ALFONSO HERNANDEZ LARA,824000586,YOLIMA SARABIA RINCON,MUNICIPAL,SI,1,CL 2 6B-40,5645021,hospitallazaro@yahoo.com,,,
Cesar,SAN DIEGO,EMPRESA SOCIAL DEL ESTADO HOSPITAL EL SOCORRO,824000469,MARIA MILENA MAESTRE MORA,MUNICIPAL,SI,1,CALLE 4 NO 2 - 36,5798009,secretariahospitalelsocorro@gmail.com,,,
Cesar,SAN MARTÍN,HOSPITAL LOCAL ALVARO RAMIREZ GONZALEZ E.S.E,824000441,LUIS DANIEL VERJEL SANCHEZ,MUNICIPAL,SI,1,CRA 9 # 20 - 01,5548319,hargese@yahoo.es,,,
Cesar,TAMALAMEQUE,ESE HOSPITAL TAMALAMEQUE,892300209,JUAN CARLOS MENDOZA MENDOZA,MUNICIPAL,SI,1,CALLE PRINCIPAL ESQUINA,3162917492,hospitaltamalamequeese@hotmail.com,,,
Cesar,VALLEDUPAR,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,DEPARTAMENTAL,SI,1,Cra 9 # 7bis - 171,144 - 5738095,sec.cesar@defensacivil.gov.co,,,
Cesar,VALLEDUPAR,DEPARTAMENTO DE POLICÍA CESAR,800140623,HUGO CASA VELASQUEZ,NACIONAL,SI,1,Carrera 14 No. 15-78 Barrio Alfonso López,5707225-5711458,deces.grusa@policianacional.gov.co,,,
Cesar,VALLEDUPAR,EMPRESA SOCIAL DEL ESTADO HOSPITAL EDUARDO ARREDONDO DAZA,824000725,JUDITH JACOME TORRES,MUNICIPAL,SI,1,CRA 20 No 43 - 63,5842828,gerencia@headese.gov.co,,,
Cesar,VALLEDUPAR,ESE INSTITUTO DEPARTAMENTAL DE REHABILITACION Y EDUCACION ESPECIAL DEL CESAR IDREEC,892300226,NAZLY MERCEDES CALA BRUGUES,DEPARTAMENTAL,SI,2,TRANSVERSAL 18 N° 19-65,5713080,idreec@yahoo.com,,,
Cesar,VALLEDUPAR,HOSPITAL ROSARIO PUMAREJO DE LOPEZ - EMPRESA SOCIAL DEL ESTADO,892399994,ARMANDO DE JESUS ALMEIRA QUIROZ,DEPARTAMENTAL,SI,2,CALLE 16C N° 17-141,095- 5712339,contacto@hrplopez.gov.co,,,
Cesar,VALLEDUPAR,INSTITUCION PRESTADORA DE SERVICIOS DE SALUD DE LA UNIVERSIDAD POPULAR DEL CESAR I.P.S U.P.C,892300285,CARLOS EMILIANO OÑATE GOMEZ,NACIONAL,SI,1,SEDE SABANAS CAMPUS UNIVERSITARIO AVENIDA FUNDACION,5843576,rectoria@unicesar.edu.co,,,
Cesar,VALLEDUPAR,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,TRANSVERSAL 19 ENTRE CALLE 14 Y 15,5703105,eoviedo@sena.edu.co,,,
Chocó,CONDOTO,ESE HOSPITAL SAN JOSE DE CONDOTO,891600061,HAIILIETH YOARLY YURGAKY JORDAN,MUNICIPAL,SI,1,CARRERA 3 # 11A - 81,3104563770,ger_hsjc2016@oulook.com,,,
Chocó,EL CARMEN DE ATRATO,EMPRESA SOCIAL DEL ESTADO HOSPITAL SAN ROQUE,891680065,MARISOL USUGA MAZO,MUNICIPAL,SI,1,KILOMETRO 1 CARRETERA VIA A LA MINA,6790112 - 6790221 - 6790229,esehsanroque@hotmail.com,,,
Chocó,ISTMINA,ESE HOSPITAL EDUARDO SANTOS DE ISTMINA,891680064,YILMAR VALENCIA VARGAS,MUNICIPAL,SI,1,BARRIO EDUARDO SANTOS,3137432998,valencia.vargasasociados@hotmail.com,,,
Chocó,QUIBDÓ,ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,,MUNICIPAL,SI,1,BARRIO JARDIN SECTOR ROSALES,946710203,hlirv@hotmail.com,,,
Chocó,QUIBDÓ,Nueva Empresa Social del Estado Hospital Departamental San Francisco de Asís,901108114,CARLOS ENRIQUE PALACIOS PEREA,DEPARTAMENTAL,SI,2,CR 1 31 25 BRR KENNEDY,3146327293,calidadnuevaese@hotmail.com,,,
Chocó,QUIBDÓ,Servicio Nacional de Aprendizaje SENA,899999034,CARLOS FABIO ALVAREZ ANGEL,NACIONAL,SI,1,carrera 1ra n° 28-71,6723800,yalili1@hotmail.com,,,
Chocó,RIOSUCIO,DEFENSA CIVIL COLOMBIANA,899999717,MIGUEL ERNESTO PEREZ GUARNIZO,NACIONAL,SI,1,ZONA VEREDAL BELEN DE BAJIRA,3118084437,sec.choco@defensacivil.gov.co,,,
Chocó,TADÓ,ESE HOSPITAL SAN JOSE DE TADO,818000466,YEVIS YOELY LEDEZMA OREJUELA,MUNICIPAL,SI,1,calle 4 N#13-50 Barrio Caldas,946795137,hospitaltado@yahoo.es,,,
Córdoba,AYAPEL,E.S.E HOSPITAL SAN JORGE,812001219,DAIRO JOSÉ VERGARA PEREZ,MUNICIPAL,SI,1,CT6 DG19Y21,7705150,esesanjorgeayapel@gmail.com,,,
Córdoba,BUENAVISTA,ESE CAMU BUENAVISTA,812004010,LINA MARCELA OYOLA ALVAREZ,MUNICIPAL,SI,1,CALLE 9 Nº 8-60,7713600,,,,
Córdoba,CANALETE,E.S.E. CAMU DE CANALETE,812001868,JULIO JESUS BUSTAMANTE CHIQUILLO,MUNICIPAL,SI,1,CALLE 1 CARRERA 2 ESQUINA,8941190,camucanalete@hotmail.com,,,
Córdoba,CERETÉ,EMPRESA SOCIAL DEL ESTADO HOSPITAL SANDIEGO DE CERETE,891080015,BETTY MARGARITA PATERNINA NEGRETE,DEPARTAMENTAL,SI,2,CRA 20 CALLE 23 BARRIO SANTA TERESA,7746272,esehospitalsandiego@yahoo.es,,,
Córdoba,CERETÉ,ESE CAMU DEL PRADO,812002836,GUARINA JUDITH PINEDO DURANGO,MUNICIPAL,SI,1,CALLE 27 CRA 9 BARRIO EL PRADO,7641947,esecamudelprado@yahoo.es,,,
Córdoba,CHIMÁ,EMPRESA SOCIAL DEL ESTADO CAMU DE CHIMA,812001424,CAROLINA MARIA AMARANTO ZAPATA,MUNICIPAL,SI,1,CALLE DEL CENTRO CHIMA,3145166620,esecamuchima@hormail.com,,,
Córdoba,CHINÚ,ESE HOSPITAL SAN RAFAEL DE CHINU,800193912,EDGAR RAFAEL SARMIENTO ORDOSGOITIA,MUNICIPAL,SI,1,CL16#6-23,947751144,esehospitalsanrafael.chinu@gmail.com,,,
Córdoba,CIÉNAGA DE ORO,ESE HOSPITAL SAN FRANCISCO,800201197,ANDREA ISABEL CEBALLOS TERAN,MUNICIPAL,SI,1,Calle 7 No. 23-61 Barrio Santa Teresa,094-7560239,h_san_francisco@hotmail.com,,,
Córdoba,COTORRA,E.S.E. CENTRO DE SALUD DE COTORRA,812003726,DIMAS DAVID SAFAR BAQUERO,MUNICIPAL,SI,1,CALLE 15 Nº 12-52,7675000 - 7675010 - 3117158881 - 3215459978,esecotorra@hotmail.com,,,
Córdoba,LA APARTADA,E.S.E. C.A.M.U. LA APARTADA,812002496,AUGUSTO MIGUEL MENDOZA ABDALA,MUNICIPAL,SI,1,CL 18 # 11-14 BRR MONTELIBANO,8104503,urgenciaslaapartada@gmail.com,,,
